fin_year,mnth,lgd_state_code,state_name,lgd_district_code,district_name,scheme_code,total_beneficiaries,total_sc,total_st,total_gen,total_obc,total_aadhar,total_mobileno,lastUpdated
2024-2025,4,1,JAMMU AND KASHMIR,10,POONCH,IGNDPS,236,0,80,123,33,178,5,29/07/24
2024-2025,4,1,JAMMU AND KASHMIR,621,RAMBAN,IGNDPS,171,3,5,161,2,153,94,29/07/24
2024-2025,4,1,JAMMU AND KASHMIR,622,KULGAM,IGNDPS,109,3,6,99,1,109,4,29/07/24
2024-2025,4,1,JAMMU AND KASHMIR,624,SAMBA,IGNDPS,51,9,7,34,1,51,3,29/07/24
2024-2025,4,10,BIHAR,191,BEGUSARAI,IGNDPS,3765,713,22,2554,476,2824,2817,29/07/24
2024-2025,4,10,BIHAR,202,KHAGARIA,IGNDPS,1846,165,27,1453,201,1221,1495,29/07/24
2024-2025,4,10,BIHAR,204,LAKHISARAI,IGNDPS,2371,327,28,1511,505,1487,1743,29/07/24
2024-2025,4,10,BIHAR,214,PURNIA,IGNDPS,1950,109,90,826,925,1265,1434,29/07/24
2024-2025,4,10,BIHAR,215,ROHTAS,IGNDPS,3252,319,38,2717,178,2420,2442,29/07/24
2024-2025,4,10,BIHAR,218,SARAN,IGNDPS,8924,1089,156,6939,740,6346,7261,29/07/24
2024-2025,4,10,BIHAR,223,SUPAUL,IGNDPS,1036,157,17,661,201,716,865,29/07/24
2024-2025,4,11,SIKKIM,225,EAST DISTRICT,IGNDPS,59,8,19,17,15,0,6,29/07/24
2024-2025,4,11,SIKKIM,226,NORTH DISTRICT,IGNDPS,31,0,29,0,2,0,0,29/07/24
2024-2025,4,12,ARUNACHAL PRADESH,231,EAST KAMENG,IGNDPS,179,0,179,0,0,0,0,29/07/24
2024-2025,4,12,ARUNACHAL PRADESH,232,EAST SIANG,IGNDPS,196,0,196,0,0,102,0,29/07/24
2024-2025,4,12,ARUNACHAL PRADESH,234,LOHIT,IGNDPS,22,0,19,3,0,14,0,29/07/24
2024-2025,4,12,ARUNACHAL PRADESH,238,TAWANG,IGNDPS,129,0,129,0,0,74,13,29/07/24
2024-2025,4,12,ARUNACHAL PRADESH,240,UPPER SIANG,IGNDPS,86,0,86,0,0,42,0,29/07/24
2024-2025,4,12,ARUNACHAL PRADESH,241,UPPER SUBANSIRI,IGNDPS,228,0,228,0,0,44,0,29/07/24
2024-2025,4,12,ARUNACHAL PRADESH,242,WEST KAMENG,IGNDPS,129,0,129,0,0,56,0,29/07/24
2024-2025,4,12,ARUNACHAL PRADESH,723,PAKKE KESSANG,IGNDPS,47,0,47,0,0,26,0,29/07/24
2024-2025,4,13,NAGALAND,251,ZUNHEBOTO,IGNDPS,108,0,108,0,0,8,0,29/07/24
2024-2025,4,13,NAGALAND,614,KIPHIRE,IGNDPS,75,0,75,0,0,12,4,29/07/24
2024-2025,4,14,MANIPUR,254,CHURACHANDPUR,IGNDPS,88,0,88,0,0,30,0,29/07/24
2024-2025,4,14,MANIPUR,256,IMPHAL WEST,IGNDPS,163,9,3,1,150,104,3,29/07/24
2024-2025,4,15,MIZORAM,266,MAMIT,IGNDPS,81,0,81,0,0,56,65,29/07/24
2024-2025,4,16,TRIPURA,271,SOUTH TRIPURA,IGNDPS,305,44,68,143,50,136,0,29/07/24
2024-2025,4,16,TRIPURA,652,KHOWAI,IGNDPS,190,28,81,43,38,86,0,29/07/24
2024-2025,4,17,MEGHALAYA,278,WEST GARO HILLS,IGNDPS,161,3,86,71,1,111,18,29/07/24
2024-2025,4,17,MEGHALAYA,656,NORTH GARO HILLS,IGNDPS,98,0,98,0,0,56,1,29/07/24
2024-2025,4,18,ASSAM,280,BARPETA,IGNDPS,989,11,1,973,4,769,805,29/07/24
2024-2025,4,18,ASSAM,618,KAMRUP METRO,IGNDPS,125,16,14,86,9,108,114,29/07/24
2024-2025,4,18,ASSAM,705,BISWANATH,IGNDPS,900,40,58,734,68,546,199,29/07/24
2024-2025,4,19,WEST BENGAL,303,24 PARGANAS NORTH,IGNDPS,4528,986,105,3275,150,4376,3793,29/07/24
2024-2025,4,19,WEST BENGAL,316,MALDAH,IGNDPS,1653,186,15,1434,18,1604,1610,29/07/24
2024-2025,4,19,WEST BENGAL,318,PASCHIM MEDINIPUR,IGNDPS,3363,712,261,2340,50,3244,3189,29/07/24
2024-2025,4,19,WEST BENGAL,702,KALIMPONG,IGNDPS,368,42,109,217,0,359,368,29/07/24
2024-2025,4,2,HIMACHAL PRADESH,17,HAMIRPUR,IGNDPS,128,34,2,63,29,37,0,29/07/24
2024-2025,4,2,HIMACHAL PRADESH,23,SHIMLA,IGNDPS,36,14,0,22,0,6,0,29/07/24
2024-2025,4,2,HIMACHAL PRADESH,24,SIRMAUR,IGNDPS,39,10,0,26,3,7,0,29/07/24
2024-2025,4,2,HIMACHAL PRADESH,25,SOLAN,IGNDPS,98,31,7,57,3,17,0,29/07/24
2024-2025,4,2,HIMACHAL PRADESH,26,UNA,IGNDPS,59,17,5,24,13,15,0,29/07/24
2024-2025,4,20,JHARKHAND,335,LATEHAR,IGNDPS,960,156,398,142,264,960,563,29/07/24
2024-2025,4,20,JHARKHAND,338,PALAMU,IGNDPS,1497,380,59,347,711,1453,272,29/07/24
2024-2025,4,20,JHARKHAND,607,RAMGARH,IGNDPS,99,17,15,6,61,97,97,29/07/24
2024-2025,4,21,ODISHA,347,BARGARH,IGNDPS,4042,477,366,2156,1043,4006,2068,29/07/24
2024-2025,4,21,ODISHA,355,JAGATSINGHAPUR,IGNDPS,1922,279,2,1192,449,1847,870,29/07/24
2024-2025,4,21,ODISHA,358,KALAHANDI,IGNDPS,3474,607,476,1103,1288,3372,1553,29/07/24
2024-2025,4,21,ODISHA,370,RAYAGADA,IGNDPS,1756,271,794,485,206,1655,444,29/07/24
2024-2025,4,22,CHHATTISGARH,374,BASTAR,IGNDPS,870,53,301,382,134,850,427,29/07/24
2024-2025,4,22,CHHATTISGARH,377,DHAMTARI,IGNDPS,1362,35,75,956,296,1153,189,29/07/24
2024-2025,4,22,CHHATTISGARH,378,DURG,IGNDPS,826,44,22,517,243,780,451,29/07/24
2024-2025,4,22,CHHATTISGARH,388,RAJNANDAGON,IGNDPS,684,41,51,374,218,665,177,29/07/24
2024-2025,4,22,CHHATTISGARH,643,KONDAGAON,IGNDPS,841,23,511,117,190,821,335,29/07/24
2024-2025,4,22,CHHATTISGARH,646,BALOD,IGNDPS,243,40,52,41,110,228,44,29/07/24
2024-2025,4,22,CHHATTISGARH,647,MUNGELI,IGNDPS,1356,291,75,569,421,1320,324,29/07/24
2024-2025,4,23,MADHYA PRADESH,396,BHOPAL,IGNDPS,2484,507,114,885,978,911,284,29/07/24
2024-2025,4,23,MADHYA PRADESH,398,CHHATARPUR,IGNDPS,2735,870,147,355,1363,1552,854,29/07/24
2024-2025,4,23,MADHYA PRADESH,402,DEWAS,IGNDPS,2851,932,482,360,1077,1297,778,29/07/24
2024-2025,4,23,MADHYA PRADESH,407,GWALIOR,IGNDPS,800,272,59,78,391,406,211,29/07/24
2024-2025,4,23,MADHYA PRADESH,410,INDORE,IGNDPS,1558,392,335,198,633,712,338,29/07/24
2024-2025,4,23,MADHYA PRADESH,420,PANNA,IGNDPS,2694,728,324,450,1192,1031,1053,29/07/24
2024-2025,4,23,MADHYA PRADESH,423,RATLAM,IGNDPS,2543,633,762,270,878,1279,840,29/07/24
2024-2025,4,23,MADHYA PRADESH,425,SAGAR,IGNDPS,4165,1100,383,438,2244,2033,1216,29/07/24
2024-2025,4,23,MADHYA PRADESH,430,SHAJAPUR,IGNDPS,1665,564,69,245,787,795,469,29/07/24
2024-2025,4,23,MADHYA PRADESH,437,VIDISHA,IGNDPS,1365,347,67,224,727,847,631,29/07/24
2024-2025,4,23,MADHYA PRADESH,638,SINGRAULI,IGNDPS,2935,446,795,287,1407,893,700,29/07/24
2024-2025,4,24,GUJARAT,441,BANAS KANTHA,IGNDPS,886,187,66,174,455,776,502,29/07/24
2024-2025,4,24,GUJARAT,445,DAHOD,IGNDPS,1723,39,1252,324,108,1565,1132,29/07/24
2024-2025,4,24,GUJARAT,641,TAPI,IGNDPS,178,2,148,20,8,177,178,29/07/24
2024-2025,4,24,GUJARAT,668,CHHOTA UDEPUR,IGNDPS,271,16,233,16,6,250,63,29/07/24
2024-2025,4,24,GUJARAT,675,GIR SOMNATH,IGNDPS,845,147,17,210,465,561,558,29/07/24
2024-2025,4,27,MAHARASHTRA,471,BHANDARA,IGNDPS,205,28,7,118,52,200,204,29/07/24
2024-2025,4,27,MAHARASHTRA,476,GONDIA,IGNDPS,287,44,18,134,91,255,221,29/07/24
2024-2025,4,27,MAHARASHTRA,487,NASHIK,IGNDPS,885,17,459,384,25,703,139,29/07/24
2024-2025,4,27,MAHARASHTRA,491,RAIGAD,IGNDPS,282,14,18,197,53,276,121,29/07/24
2024-2025,4,27,MAHARASHTRA,500,YAVATMAL,IGNDPS,298,13,19,239,27,291,121,29/07/24
2024-2025,4,28,ANDHRA PRADESH,502,ANANTAPUR,IGNDPS,4928,857,272,1215,2584,3210,1437,29/07/24
2024-2025,4,28,ANDHRA PRADESH,517,PRAKASAM,IGNDPS,3202,633,181,1348,1040,1521,1172,29/07/24
2024-2025,4,28,ANDHRA PRADESH,520,VISAKHAPATANAM,IGNDPS,1433,113,386,332,602,732,434,29/07/24
2024-2025,4,29,KARNATAKA,531,CHAMARAJA NAGARA,IGNDPS,443,43,14,19,367,435,331,29/07/24
2024-2025,4,29,KARNATAKA,534,DAKSHINA KANNADA,IGNDPS,424,27,15,6,376,411,296,29/07/24
2024-2025,4,29,KARNATAKA,539,HASSAN,IGNDPS,1911,157,22,312,1420,1901,1520,29/07/24
2024-2025,4,29,KARNATAKA,543,KOPPAL,IGNDPS,1236,83,42,336,775,1223,845,29/07/24
2024-2025,4,29,KARNATAKA,548,TUMKUR,IGNDPS,1826,79,25,1041,681,1816,1568,29/07/24
2024-2025,4,29,KARNATAKA,630,CHIKKABALLAPURA,IGNDPS,2560,329,250,345,1636,2496,2005,29/07/24
2024-2025,4,3,PUNJAB,27,AMRITSAR,IGNDPS,417,0,0,417,0,250,410,29/07/24
2024-2025,4,3,PUNJAB,29,FARIDKOT,IGNDPS,209,15,0,192,2,110,163,29/07/24
2024-2025,4,3,PUNJAB,30,FATEHGARH SAHIB,IGNDPS,110,30,0,73,7,78,110,29/07/24
2024-2025,4,3,PUNJAB,39,MUKTSAR,IGNDPS,166,24,0,142,0,130,166,29/07/24
2024-2025,4,3,PUNJAB,42,RUPNAGAR,IGNDPS,167,0,0,167,0,96,166,29/07/24
2024-2025,4,3,PUNJAB,608,SAS NAGAR,IGNDPS,60,1,0,58,1,28,60,29/07/24
2024-2025,4,30,GOA,552,SOUTH GOA,IGNDPS,240,1,65,121,53,187,5,29/07/24
2024-2025,4,32,KERALA,565,THIRUVANANTHAPURAM,IGNDPS,2890,91,12,2787,0,1830,1739,29/07/24
2024-2025,4,32,KERALA,566,THRISSUR,IGNDPS,3120,128,86,2906,0,1870,2143,29/07/24
2024-2025,4,33,TAMIL NADU,572,DINDIGUL,IGNDPS,460,91,0,5,364,244,455,29/07/24
2024-2025,4,33,TAMIL NADU,573,ERODE,IGNDPS,2478,599,9,1133,737,1989,2410,29/07/24
2024-2025,4,33,TAMIL NADU,575,KANYAKUMARI,IGNDPS,1288,32,0,41,1215,1106,1254,29/07/24
2023-2024,2,2,HIMACHAL PRADESH,24,SIRMAUR,IGNDPS,39,10,0,26,3,7,0,30/07/24
2023-2024,2,20,JHARKHAND,325,DHANBAD,IGNDPS,3533,283,112,1545,1593,3434,1235,30/07/24
2023-2024,2,20,JHARKHAND,328,GARHWA,IGNDPS,2020,502,134,557,827,1960,500,30/07/24
2023-2024,2,20,JHARKHAND,335,LATEHAR,IGNDPS,964,157,399,143,265,964,564,30/07/24
2023-2024,2,21,ODISHA,347,BARGARH,IGNDPS,4043,480,361,2163,1039,4007,2083,30/07/24
2023-2024,2,21,ODISHA,351,DEOGARH,IGNDPS,901,54,64,680,103,900,383,30/07/24
2023-2024,2,21,ODISHA,362,KHORDHA,IGNDPS,5631,222,30,4966,413,5617,3267,30/07/24
2023-2024,2,21,ODISHA,365,MAYURBHANJ,IGNDPS,5101,304,1835,1950,1012,5048,1533,30/07/24
2023-2024,2,21,ODISHA,366,NABARANGAPUR,IGNDPS,2638,381,796,1143,318,2551,831,30/07/24
2023-2024,2,21,ODISHA,370,RAYAGADA,IGNDPS,1771,275,803,480,213,1667,447,30/07/24
2023-2024,2,21,ODISHA,371,SAMBALPUR,IGNDPS,2670,352,656,1204,458,2656,2102,30/07/24
2023-2024,2,22,CHHATTISGARH,382,KABIRDHAM,IGNDPS,296,63,50,38,145,270,78,30/07/24
2023-2024,2,22,CHHATTISGARH,647,MUNGELI,IGNDPS,1365,296,75,570,424,1327,330,30/07/24
2023-2024,2,22,CHHATTISGARH,650,BEMETARA,IGNDPS,1038,131,27,433,447,923,508,30/07/24
2023-2024,2,23,MADHYA PRADESH,398,CHHATARPUR,IGNDPS,2735,870,147,355,1363,1552,854,30/07/24
2023-2024,2,23,MADHYA PRADESH,408,HARDA,IGNDPS,1305,373,290,122,520,570,260,30/07/24
2023-2024,2,23,MADHYA PRADESH,432,SHIVPURI,IGNDPS,2202,618,353,156,1075,936,862,30/07/24
2023-2024,2,23,MADHYA PRADESH,433,SIDHI,IGNDPS,4715,725,1036,847,2107,2075,949,30/07/24
2023-2024,2,23,MADHYA PRADESH,434,TIKAMGARH,IGNDPS,2093,593,92,249,1159,971,566,30/07/24
2023-2024,2,23,MADHYA PRADESH,638,SINGRAULI,IGNDPS,2935,446,795,287,1407,893,700,30/07/24
2023-2024,2,23,MADHYA PRADESH,639,ALIRAJPUR,IGNDPS,1960,74,1803,17,66,784,319,30/07/24
2023-2024,2,24,GUJARAT,439,AMRELI,IGNDPS,567,84,8,111,364,497,458,30/07/24
2023-2024,2,24,GUJARAT,445,DAHOD,IGNDPS,1729,39,1258,324,108,1562,1132,30/07/24
2023-2024,2,24,GUJARAT,446,GANDHINAGAR,IGNDPS,152,25,1,77,47,128,112,30/07/24
2023-2024,2,24,GUJARAT,453,NAVSARI,IGNDPS,274,3,127,144,0,239,3,30/07/24
2023-2024,2,24,GUJARAT,458,SABAR KANTHA,IGNDPS,625,124,144,121,236,558,613,30/07/24
2023-2024,2,24,GUJARAT,462,VALSAD,IGNDPS,411,18,298,33,62,409,409,30/07/24
2023-2024,2,24,GUJARAT,641,TAPI,IGNDPS,178,2,148,20,8,177,178,30/07/24
2023-2024,2,24,GUJARAT,672,ARVALLI,IGNDPS,398,46,67,183,102,321,242,30/07/24
2023-2024,2,24,GUJARAT,674,DEVBHUMI DWARKA,IGNDPS,342,20,0,248,74,223,223,30/07/24
2023-2024,2,27,MAHARASHTRA,489,PARBHANI,IGNDPS,200,3,0,195,2,179,41,30/07/24
2023-2024,2,27,MAHARASHTRA,490,PUNE,IGNDPS,122,12,2,103,5,98,40,30/07/24
2023-2024,2,27,MAHARASHTRA,492,RATNAGIRI,IGNDPS,230,15,0,120,95,227,144,30/07/24
2023-2024,2,28,ANDHRA PRADESH,503,CHITTOOR,IGNDPS,7080,1440,249,2368,3023,4416,2146,30/07/24
2023-2024,2,28,ANDHRA PRADESH,517,PRAKASAM,IGNDPS,3202,633,181,1348,1040,1521,1172,30/07/24
2023-2024,2,29,KARNATAKA,530,BIJAPUR,IGNDPS,929,116,6,223,584,888,531,30/07/24
2023-2024,2,29,KARNATAKA,533,CHITRADURGA,IGNDPS,378,16,3,22,337,368,290,30/07/24
2023-2024,2,29,KARNATAKA,545,MYSORE,IGNDPS,2427,322,158,603,1344,2347,1885,30/07/24
2023-2024,2,29,KARNATAKA,550,UTTARA KANNADA,IGNDPS,352,24,7,42,279,345,273,30/07/24
2023-2024,2,3,PUNJAB,30,FATEHGARH SAHIB,IGNDPS,110,30,0,73,7,78,110,30/07/24
2023-2024,2,3,PUNJAB,31,FIROZEPUR,IGNDPS,669,99,0,561,9,372,635,30/07/24
2023-2024,2,3,PUNJAB,33,HOSHIARPUR,IGNDPS,215,27,0,188,0,104,215,30/07/24
2023-2024,2,3,PUNJAB,42,RUPNAGAR,IGNDPS,167,0,0,167,0,96,166,30/07/24
2023-2024,2,32,KERALA,567,WAYANAD,IGNDPS,503,6,45,452,0,316,399,30/07/24
2023-2024,2,33,TAMIL NADU,572,DINDIGUL,IGNDPS,460,91,0,5,364,244,455,30/07/24
2023-2024,2,33,TAMIL NADU,580,NAMAKKAL,IGNDPS,69,30,0,0,39,53,69,30/07/24
2023-2024,2,33,TAMIL NADU,582,PUDUKKOTTAI,IGNDPS,1131,154,0,176,801,686,1131,30/07/24
2023-2024,2,33,TAMIL NADU,585,SIVAGANGAI,IGNDPS,446,64,0,111,271,369,445,30/07/24
2023-2024,2,33,TAMIL NADU,590,THIRUVARUR,IGNDPS,1182,518,0,197,467,848,1178,30/07/24
2023-2024,2,33,TAMIL NADU,593,TIRUVANNAMALAI,IGNDPS,306,49,1,202,54,232,305,30/07/24
2023-2024,2,34,PUDUCHERRY,600,PONDICHERRY,IGNDPS,1314,221,0,48,1045,1314,0,30/07/24
2023-2024,2,36,TELANGANA,508,KARIMNAGAR,IGNDPS,824,159,30,87,548,650,750,30/07/24
2023-2024,2,36,TELANGANA,513,MEDAK,IGNDPS,909,140,68,25,676,826,869,30/07/24
2023-2024,2,36,TELANGANA,514,NALGONDA,IGNDPS,3838,835,471,301,2231,3088,3080,30/07/24
2023-2024,2,36,TELANGANA,518,RANGAREDDI,IGNDPS,2395,541,114,233,1507,2078,2254,30/07/24
2023-2024,2,36,TELANGANA,686,HANUMAKONDA,IGNDPS,33,9,0,0,24,33,30,30/07/24
2023-2024,2,36,TELANGANA,690,BHADRADRI KOTHAGUDEM,IGNDPS,713,89,217,0,407,713,624,30/07/24
2023-2024,2,36,TELANGANA,695,JOGULAMBA GADWAL,IGNDPS,793,174,11,24,584,755,545,30/07/24
2023-2024,2,5,UTTARAKHAND,49,DEHRADUN,IGNDPS,483,12,96,373,2,192,102,30/07/24
2023-2024,2,5,UTTARAKHAND,54,RUDRA PRAYAG,IGNDPS,56,8,0,48,0,22,8,30/07/24
2023-2024,2,6,HARYANA,604,MEWAT,IGNDPS,1950,125,0,738,1087,1174,528,30/07/24
2023-2024,2,7,DELHI,671,NORTH WEST- II,IGNDPS,660,0,0,654,6,660,646,30/07/24
2023-2024,2,7,DELHI,78,EAST,IGNDPS,327,0,0,325,2,327,320,30/07/24
2023-2024,2,7,DELHI,83,SOUTH,IGNDPS,686,0,0,681,5,686,636,30/07/24
2023-2024,2,7,DELHI,85,WEST,IGNDPS,551,0,0,550,1,551,538,30/07/24
2023-2024,2,8,RAJASTHAN,112,RAJSAMAND,IGNDPS,1294,204,195,151,744,904,903,30/07/24
2023-2024,2,8,RAJASTHAN,114,SIKAR,IGNDPS,746,180,24,202,340,625,651,30/07/24
2023-2024,2,8,RAJASTHAN,629,PRATAPGARH,IGNDPS,618,51,453,32,82,499,517,30/07/24
2023-2024,2,9,UTTAR PRADESH,127,BALRAMPUR,IGNDPS,637,83,3,255,296,327,459,30/07/24
2023-2024,2,9,UTTAR PRADESH,134,BULANDSHAHR,IGNDPS,1662,462,3,429,768,678,1107,30/07/24
2023-2024,2,9,UTTAR PRADESH,136,CHITRAKOOT,IGNDPS,1064,300,0,179,585,271,762,30/07/24
2023-2024,2,9,UTTAR PRADESH,144,GAUTAM BUDDHA NAGAR,IGNDPS,378,79,0,99,200,121,249,30/07/24
2023-2024,2,9,UTTAR PRADESH,150,HARDOI,IGNDPS,2377,794,4,596,983,1076,1465,30/07/24
2023-2024,2,9,UTTAR PRADESH,152,JAUNPUR,IGNDPS,4201,932,3,770,2496,1486,2479,30/07/24
2023-2024,2,9,UTTAR PRADESH,157,KANPUR NAGAR,IGNDPS,2255,668,0,637,950,746,1502,30/07/24
2023-2024,2,9,UTTAR PRADESH,159,KHERI,IGNDPS,2372,617,21,681,1053,1019,1567,30/07/24
2023-2024,2,9,UTTAR PRADESH,168,MAU,IGNDPS,1818,502,15,313,988,669,969,30/07/24
2023-2024,2,9,UTTAR PRADESH,170,MIRZAPUR,IGNDPS,1609,492,11,299,807,515,1166,30/07/24
2023-2024,2,9,UTTAR PRADESH,173,PILIBHIT,IGNDPS,1628,258,0,325,1045,697,1188,30/07/24
2023-2024,2,9,UTTAR PRADESH,176,RAMPUR,IGNDPS,725,87,0,330,308,356,491,30/07/24
2023-2024,2,9,UTTAR PRADESH,178,SANT KABEER NAGAR,IGNDPS,1137,297,0,359,481,501,819,30/07/24
2023-2024,2,9,UTTAR PRADESH,180,SHAHJAHANPUR,IGNDPS,949,171,2,305,471,430,650,30/07/24
2023-2024,2,9,UTTAR PRADESH,181,SHRAVASTI,IGNDPS,300,56,2,82,160,170,236,30/07/24
2023-2024,2,9,UTTAR PRADESH,633,KANSHI RAM NAGAR,IGNDPS,838,170,1,173,494,445,651,30/07/24
2023-2024,2,9,UTTAR PRADESH,640,AMETHI,IGNDPS,284,83,0,90,111,112,232,30/07/24
2024-2025,5,1,JAMMU AND KASHMIR,11,PULWAMA,IGNDPS,100,0,6,86,8,99,57,29/07/24
2024-2025,5,1,JAMMU AND KASHMIR,14,UDHAMPUR,IGNDPS,16,3,1,11,1,14,1,29/07/24
2024-2025,5,10,BIHAR,188,ARARIA,IGNDPS,1263,140,9,1030,84,793,872,29/07/24
2024-2025,5,10,BIHAR,195,DARBHANGA,IGNDPS,4397,555,21,3153,668,2452,3311,29/07/24
2024-2025,5,10,BIHAR,201,KATIHAR,IGNDPS,2102,111,22,1817,152,1429,1629,29/07/24
2024-2025,5,10,BIHAR,205,MADHEPURA,IGNDPS,9569,726,102,8386,355,6148,7358,29/07/24
2024-2025,5,10,BIHAR,212,PATNA,IGNDPS,4219,535,67,3039,578,2201,2265,29/07/24
2024-2025,5,10,BIHAR,217,SAMASTIPUR,IGNDPS,4608,701,22,3390,495,3301,3691,29/07/24
2024-2025,5,10,BIHAR,219,SHEIKHPURA,IGNDPS,1139,166,3,874,96,770,891,29/07/24
2024-2025,5,10,BIHAR,221,SITAMARHI,IGNDPS,3608,473,82,2664,389,2483,2955,29/07/24
2024-2025,5,11,SIKKIM,225,EAST DISTRICT,IGNDPS,59,8,19,17,15,0,6,29/07/24
2024-2025,5,11,SIKKIM,226,NORTH DISTRICT,IGNDPS,31,0,29,0,2,0,0,29/07/24
2024-2025,5,11,SIKKIM,227,SOUTH DISTRICT,IGNDPS,192,13,58,65,56,0,98,29/07/24
2024-2025,5,12,ARUNACHAL PRADESH,235,LOWER DIBANG VALLEY,IGNDPS,101,0,99,2,0,81,12,29/07/24
2024-2025,5,12,ARUNACHAL PRADESH,238,TAWANG,IGNDPS,129,0,129,0,0,74,13,29/07/24
2024-2025,5,12,ARUNACHAL PRADESH,677,KRA DAADI,IGNDPS,73,0,73,0,0,36,0,29/07/24
2024-2025,5,12,ARUNACHAL PRADESH,678,NAMSAI,IGNDPS,29,0,29,0,0,11,0,29/07/24
2024-2025,5,12,ARUNACHAL PRADESH,718,KAMLE,IGNDPS,79,0,79,0,0,41,0,29/07/24
2024-2025,5,13,NAGALAND,246,MOKOKCHUNG,IGNDPS,139,0,139,0,0,15,0,29/07/24
2024-2025,5,13,NAGALAND,249,TUENSANG,IGNDPS,94,0,93,0,1,0,0,29/07/24
2024-2025,5,13,NAGALAND,613,PEREN,IGNDPS,51,0,51,0,0,0,0,29/07/24
2024-2025,5,13,NAGALAND,614,KIPHIRE,IGNDPS,75,0,75,0,0,12,4,29/07/24
2024-2025,5,13,NAGALAND,615,LONGLENG,IGNDPS,107,4,95,8,0,0,0,29/07/24
2024-2025,5,14,MANIPUR,252,BISHNUPUR,IGNDPS,24,4,0,20,0,15,0,29/07/24
2024-2025,5,15,MIZORAM,268,SERCHHIP,IGNDPS,49,0,45,4,0,32,29,29/07/24
2024-2025,5,15,MIZORAM,728,KHAWZAWL,IGNDPS,20,0,20,0,0,11,7,29/07/24
2024-2025,5,16,TRIPURA,655,UNAKOTI,IGNDPS,238,48,27,145,18,115,0,29/07/24
2024-2025,5,17,MEGHALAYA,279,WEST KHASI HILLS,IGNDPS,155,1,153,0,1,101,70,29/07/24
2024-2025,5,17,MEGHALAYA,658,SOUTH WEST KHASI HILLS,IGNDPS,143,0,143,0,0,107,42,29/07/24
2024-2025,5,18,ASSAM,287,GOALPARA,IGNDPS,1260,33,74,1119,34,915,942,29/07/24
2024-2025,5,18,ASSAM,291,KAMRUP,IGNDPS,843,13,9,807,14,614,385,29/07/24
2024-2025,5,18,ASSAM,296,MORIGAON,IGNDPS,1467,147,136,1049,135,827,548,29/07/24
2024-2025,5,18,ASSAM,301,SONITPUR,IGNDPS,1468,18,15,1377,58,819,783,29/07/24
2024-2025,5,18,ASSAM,302,TINSUKIA,IGNDPS,1459,49,101,909,400,966,1062,29/07/24
2024-2025,5,18,ASSAM,616,BAKSA,IGNDPS,1295,131,363,620,181,769,564,29/07/24
2024-2025,5,18,ASSAM,706,MAJULI,IGNDPS,212,19,80,72,41,184,203,29/07/24
2024-2025,5,19,WEST BENGAL,318,PASCHIM MEDINIPUR,IGNDPS,3361,712,261,2339,49,3242,3188,29/07/24
2024-2025,5,19,WEST BENGAL,319,MURSHIDABAD,IGNDPS,12370,909,58,11179,223,12067,11814,29/07/24
2024-2025,5,19,WEST BENGAL,704,PASCHIM BURDWAN,IGNDPS,59,37,5,17,0,53,57,29/07/24
2024-2025,5,2,HIMACHAL PRADESH,19,KINNAUR,IGNDPS,5,3,2,0,0,1,0,29/07/24
2024-2025,5,2,HIMACHAL PRADESH,22,MANDI,IGNDPS,153,38,3,103,9,48,0,29/07/24
2024-2025,5,2,HIMACHAL PRADESH,26,UNA,IGNDPS,59,17,5,24,13,15,0,29/07/24
2024-2025,5,20,JHARKHAND,328,GARHWA,IGNDPS,2020,502,134,557,827,1960,500,29/07/24
2024-2025,5,20,JHARKHAND,333,JAMTARA,IGNDPS,1045,186,199,65,595,1021,1009,29/07/24
2024-2025,5,20,JHARKHAND,341,SARAIKELA KHARSAWAN,IGNDPS,902,43,238,83,538,884,581,29/07/24
2024-2025,5,21,ODISHA,352,DHENKANAL,IGNDPS,2599,270,82,1824,423,2599,1510,29/07/24
2024-2025,5,21,ODISHA,353,GAJAPATI,IGNDPS,1427,84,678,346,319,1393,1133,29/07/24
2024-2025,5,21,ODISHA,359,KANDHAMAL,IGNDPS,1641,501,600,426,114,1637,777,29/07/24
2024-2025,5,21,ODISHA,361,KENDUJHAR,IGNDPS,1818,121,407,1006,284,1764,658,29/07/24
2024-2025,5,21,ODISHA,362,KHORDHA,IGNDPS,5597,223,30,4931,413,5585,3255,29/07/24
2024-2025,5,21,ODISHA,366,NABARANGAPUR,IGNDPS,2620,380,793,1136,311,2533,827,29/07/24
2024-2025,5,21,ODISHA,367,NAYAGARH,IGNDPS,3410,258,44,2256,852,3316,2438,29/07/24
2024-2025,5,21,ODISHA,370,RAYAGADA,IGNDPS,1754,269,794,486,205,1653,446,29/07/24
2024-2025,5,21,ODISHA,372,SONEPUR,IGNDPS,1480,295,97,563,525,1478,870,29/07/24
2024-2025,5,22,CHHATTISGARH,377,DHAMTARI,IGNDPS,1368,35,75,958,300,1160,192,29/07/24
2024-2025,5,22,CHHATTISGARH,379,JANJGIR-CHAMPA,IGNDPS,1060,184,35,537,304,880,160,29/07/24
2024-2025,5,22,CHHATTISGARH,381,KANKER,IGNDPS,1438,95,599,438,306,1303,863,29/07/24
2024-2025,5,22,CHHATTISGARH,637,NARAYANPUR,IGNDPS,268,8,184,46,30,235,8,29/07/24
