fin_year,mnth,lgd_state_code,state_name,lgd_district_code,district_name,scheme_code,total_beneficiaries,total_sc,total_st,total_gen,total_obc,total_aadhar,total_mobileno,lastUpdated
2023-2024,10,36,TELANGANA,694,NAGARKURNOOL,IGNDPS,1080,229,128,58,665,1042,995,30/07/24
2023-2024,10,36,TELANGANA,695,JOGULAMBA GADWAL,IGNDPS,793,174,11,24,584,755,545,30/07/24
2023-2024,10,36,TELANGANA,700,MEDCHAL,IGNDPS,348,74,2,39,233,342,340,30/07/24
2023-2024,10,36,TELANGANA,720,MULUGU,IGNDPS,196,37,40,0,119,196,157,30/07/24
2023-2024,10,37,LADAKH,6,KARGIL,IGNDPS,98,0,98,0,0,0,0,30/07/24
2023-2024,10,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,463,DAMAN,IGNDPS,301,24,27,163,87,76,221,30/07/24
2023-2024,10,5,UTTARAKHAND,50,HARIDWAR,IGNDPS,568,116,5,297,150,202,123,30/07/24
2023-2024,10,5,UTTARAKHAND,52,PAURI GARHWAL,IGNDPS,61,10,0,51,0,18,15,30/07/24
2023-2024,10,5,UTTARAKHAND,53,PITHORAGARH,IGNDPS,237,66,3,165,3,99,62,30/07/24
2023-2024,10,6,HARYANA,60,FARIDABAD,IGNDPS,823,111,0,458,254,635,392,30/07/24
2023-2024,10,6,HARYANA,64,JHAJJAR,IGNDPS,1320,136,0,1010,174,871,435,30/07/24
2023-2024,10,8,RAJASTHAN,101,HANUMANGARH,IGNDPS,535,212,4,80,239,457,489,30/07/24
2023-2024,11,1,JAMMU AND KASHMIR,1,ANANTNAG,IGNDPS,110,0,4,105,1,49,0,30/07/24
2023-2024,11,1,JAMMU AND KASHMIR,2,BADGAM,IGNDPS,102,4,0,95,3,51,14,30/07/24
2023-2024,11,1,JAMMU AND KASHMIR,3,BARAMULLA,IGNDPS,129,0,0,129,0,87,0,30/07/24
2023-2024,11,1,JAMMU AND KASHMIR,5,JAMMU,IGNDPS,34,8,2,22,2,20,0,30/07/24
2023-2024,11,1,JAMMU AND KASHMIR,626,GANDERWAL,IGNDPS,106,0,18,55,33,78,16,30/07/24
2023-2024,11,10,BIHAR,189,AURANAGABAD,IGNDPS,2033,578,13,1360,82,1261,1524,30/07/24
2023-2024,11,10,BIHAR,200,KAIMUR (BHABUA),IGNDPS,1624,349,65,965,245,1021,1339,30/07/24
2023-2024,11,10,BIHAR,210,NAWADA,IGNDPS,2055,452,18,868,717,1473,1581,30/07/24
2023-2024,11,10,BIHAR,214,PURNIA,IGNDPS,1950,109,90,826,925,1265,1434,30/07/24
2023-2024,11,10,BIHAR,219,SHEIKHPURA,IGNDPS,1139,166,3,874,96,770,891,30/07/24
2023-2024,11,10,BIHAR,221,SITAMARHI,IGNDPS,3608,473,82,2664,389,2483,2955,30/07/24
2023-2024,11,10,BIHAR,222,SIWAN,IGNDPS,4943,779,305,2207,1652,3314,3781,30/07/24
2023-2024,11,11,SIKKIM,227,SOUTH DISTRICT,IGNDPS,192,13,58,65,56,0,98,30/07/24
2023-2024,11,12,ARUNACHAL PRADESH,230,UPPER DIBANG VALLEY,IGNDPS,38,0,38,0,0,31,0,30/07/24
2023-2024,11,12,ARUNACHAL PRADESH,241,UPPER SUBANSIRI,IGNDPS,228,0,228,0,0,44,0,30/07/24
2023-2024,11,12,ARUNACHAL PRADESH,628,ANJAW,IGNDPS,74,0,74,0,0,51,0,30/07/24
2023-2024,11,12,ARUNACHAL PRADESH,666,LONGDING,IGNDPS,78,0,78,0,0,63,3,30/07/24
2023-2024,11,12,ARUNACHAL PRADESH,718,KAMLE,IGNDPS,79,0,79,0,0,41,0,30/07/24
2023-2024,11,12,ARUNACHAL PRADESH,719,LOWER SIANG,IGNDPS,28,0,28,0,0,19,0,30/07/24
2023-2024,11,13,NAGALAND,251,ZUNHEBOTO,IGNDPS,108,0,108,0,0,8,0,30/07/24
2023-2024,11,14,MANIPUR,255,IMPHAL EAST,IGNDPS,184,2,2,3,177,92,22,30/07/24
2023-2024,11,16,TRIPURA,653,SEPAHIJALA,IGNDPS,240,20,47,150,23,97,11,30/07/24
2023-2024,11,16,TRIPURA,655,UNAKOTI,IGNDPS,257,51,27,162,17,113,2,30/07/24
2023-2024,11,17,MEGHALAYA,273,EAST GARO HILLS,IGNDPS,132,1,123,8,0,116,6,30/07/24
2023-2024,11,17,MEGHALAYA,279,WEST KHASI HILLS,IGNDPS,155,1,153,0,1,96,70,30/07/24
2023-2024,11,17,MEGHALAYA,657,EAST JAINTIA HILLS,IGNDPS,41,1,30,9,1,26,3,30/07/24
2023-2024,11,18,ASSAM,285,DHUBRI,IGNDPS,1985,10,0,1957,18,1597,1512,30/07/24
2023-2024,11,18,ASSAM,286,DIBRUGARH,IGNDPS,281,6,10,239,26,176,188,30/07/24
2023-2024,11,18,ASSAM,288,GOLAGHAT,IGNDPS,1236,35,23,1108,70,758,479,30/07/24
2023-2024,11,18,ASSAM,293,KARIMGANJ,IGNDPS,1659,69,14,1521,55,1097,962,30/07/24
2023-2024,11,18,ASSAM,705,BISWANATH,IGNDPS,897,39,58,734,66,542,120,30/07/24
2023-2024,11,19,WEST BENGAL,310,DINAJPUR DAKSHIN,IGNDPS,603,146,43,403,11,575,579,30/07/24
2023-2024,11,19,WEST BENGAL,311,DINAJPUR UTTAR,IGNDPS,723,158,16,546,3,701,687,30/07/24
2023-2024,11,19,WEST BENGAL,316,MALDAH,IGNDPS,1671,188,15,1450,18,1595,1515,30/07/24
2023-2024,11,19,WEST BENGAL,318,PASCHIM MEDINIPUR,IGNDPS,3354,714,261,2329,50,3231,3155,30/07/24
2023-2024,11,19,WEST BENGAL,664,ALIPURDUAR,IGNDPS,722,274,98,350,0,693,691,30/07/24
2023-2024,11,19,WEST BENGAL,704,PASCHIM BURDWAN,IGNDPS,59,37,6,16,0,54,55,30/07/24
2023-2024,11,2,HIMACHAL PRADESH,21,LAHUL AND SPITI,IGNDPS,13,1,11,1,0,0,0,30/07/24
2023-2024,11,2,HIMACHAL PRADESH,22,MANDI,IGNDPS,153,38,3,103,9,48,0,30/07/24
2023-2024,11,2,HIMACHAL PRADESH,25,SOLAN,IGNDPS,98,31,7,57,3,17,0,30/07/24
2023-2024,11,20,JHARKHAND,326,DUMKA,IGNDPS,937,68,311,183,375,909,155,30/07/24
2023-2024,11,20,JHARKHAND,342,SIMDEGA,IGNDPS,621,66,456,32,67,617,145,30/07/24
2023-2024,11,21,ODISHA,350,CUTTACK,IGNDPS,3824,382,31,2510,901,3538,1650,30/07/24
2023-2024,11,21,ODISHA,358,KALAHANDI,IGNDPS,3552,615,484,1134,1319,3439,1591,30/07/24
2023-2024,11,21,ODISHA,370,RAYAGADA,IGNDPS,1773,276,804,479,214,1669,452,30/07/24
2023-2024,11,21,ODISHA,371,SAMBALPUR,IGNDPS,2655,348,653,1203,451,2641,2088,30/07/24
2023-2024,11,22,CHHATTISGARH,379,JANJGIR-CHAMPA,IGNDPS,1067,186,36,541,304,884,161,30/07/24
2023-2024,11,22,CHHATTISGARH,382,KABIRDHAM,IGNDPS,294,62,50,38,144,268,78,30/07/24
2023-2024,11,22,CHHATTISGARH,384,KOREA,IGNDPS,126,19,49,10,48,125,60,30/07/24
2023-2024,11,22,CHHATTISGARH,636,BIJAPUR,IGNDPS,374,33,220,80,41,271,17,30/07/24
2023-2024,11,22,CHHATTISGARH,646,BALOD,IGNDPS,243,39,52,42,110,229,44,30/07/24
2023-2024,11,22,CHHATTISGARH,648,SURAJPUR,IGNDPS,940,48,246,453,193,877,490,30/07/24
2023-2024,11,22,CHHATTISGARH,734,GAURELA- PENDRA-MARWAHI,IGNDPS,1269,32,149,951,137,1066,385,30/07/24
2023-2024,11,23,MADHYA PRADESH,395,BHIND,IGNDPS,1696,545,9,445,697,805,740,30/07/24
2023-2024,11,23,MADHYA PRADESH,401,DATIA,IGNDPS,1141,430,26,115,570,611,318,30/07/24
2023-2024,11,23,MADHYA PRADESH,409,HOSHANGABAD,IGNDPS,4073,966,575,470,2062,2045,771,30/07/24
2023-2024,11,23,MADHYA PRADESH,411,JABALPUR,IGNDPS,5370,964,1280,576,2550,2459,901,30/07/24
2023-2024,11,23,MADHYA PRADESH,418,NARSINGHPUR,IGNDPS,4042,982,439,488,2133,2100,885,30/07/24
2023-2024,11,23,MADHYA PRADESH,419,NEEMUCH,IGNDPS,1373,259,132,180,802,757,265,30/07/24
2023-2024,11,23,MADHYA PRADESH,421,RAISEN,IGNDPS,3825,927,498,697,1703,1787,586,30/07/24
2023-2024,11,23,MADHYA PRADESH,432,SHIVPURI,IGNDPS,2202,618,353,156,1075,936,862,30/07/24
2023-2024,11,23,MADHYA PRADESH,435,UJJAIN,IGNDPS,1305,569,51,220,465,785,688,30/07/24
2023-2024,11,23,MADHYA PRADESH,638,SINGRAULI,IGNDPS,2935,446,795,287,1407,893,700,30/07/24
2023-2024,11,24,GUJARAT,448,JUNAGADH,IGNDPS,601,114,47,316,117,520,419,30/07/24
2023-2024,11,24,GUJARAT,449,KACHCHH,IGNDPS,615,131,16,276,167,584,529,30/07/24
2023-2024,11,27,MAHARASHTRA,471,BHANDARA,IGNDPS,198,26,7,116,49,193,197,30/07/24
2023-2024,11,27,MAHARASHTRA,472,BULDHANA,IGNDPS,745,15,0,726,4,654,77,30/07/24
2023-2024,11,27,MAHARASHTRA,481,LATUR,IGNDPS,450,58,1,357,34,369,78,30/07/24
2023-2024,11,27,MAHARASHTRA,490,PUNE,IGNDPS,121,11,2,103,5,97,39,30/07/24
2023-2024,11,27,MAHARASHTRA,494,SATARA,IGNDPS,110,4,3,88,15,109,108,30/07/24
2023-2024,11,28,ANDHRA PRADESH,523,WEST GODAVARI,IGNDPS,2600,603,132,574,1291,1522,1348,30/07/24
2023-2024,11,29,KARNATAKA,524,BAGALKOTE,IGNDPS,2058,213,59,433,1353,1877,1385,30/07/24
2023-2024,11,29,KARNATAKA,532,CHIKMAGALUR,IGNDPS,576,32,6,185,353,569,422,30/07/24
2023-2024,11,29,KARNATAKA,542,KOLAR,IGNDPS,642,58,7,216,361,625,491,30/07/24
2023-2024,11,29,KARNATAKA,543,KOPPAL,IGNDPS,1236,83,42,336,775,1223,845,30/07/24
2023-2024,11,3,PUNJAB,32,GURDASPUR,IGNDPS,241,2,0,239,0,136,207,30/07/24
2023-2024,11,3,PUNJAB,40,NAWANSHAHR,IGNDPS,114,2,0,112,0,82,114,30/07/24
2023-2024,11,3,PUNJAB,605,BARNALA,IGNDPS,198,24,0,171,3,32,186,30/07/24
2023-2024,11,32,KERALA,561,KOZHIKODE,IGNDPS,2433,60,22,2351,0,1479,1880,30/07/24
2023-2024,11,32,KERALA,562,MALAPPURAM,IGNDPS,3615,101,59,3455,0,1984,3150,30/07/24
2023-2024,11,33,TAMIL NADU,590,THIRUVARUR,IGNDPS,1182,518,0,197,467,848,1178,30/07/24
2023-2024,11,33,TAMIL NADU,634,TIRUPPUR,IGNDPS,886,295,0,122,469,621,886,30/07/24
2023-2024,11,36,TELANGANA,516,NIZAMABAD,IGNDPS,3673,620,359,432,2262,2581,3557,30/07/24
2023-2024,11,36,TELANGANA,518,RANGAREDDI,IGNDPS,2395,541,114,233,1507,2078,2254,30/07/24
2023-2024,11,36,TELANGANA,690,BHADRADRI KOTHAGUDEM,IGNDPS,713,89,217,0,407,713,624,30/07/24
2023-2024,11,36,TELANGANA,696,SURYAPET,IGNDPS,1551,347,192,94,918,1551,1405,30/07/24
2023-2024,11,36,TELANGANA,720,MULUGU,IGNDPS,196,37,40,0,119,196,157,30/07/24
2023-2024,11,37,LADAKH,9,LEH LADAKH,IGNDPS,121,0,121,0,0,48,11,30/07/24
2023-2024,11,5,UTTARAKHAND,46,BAGESHWAR,IGNDPS,57,22,0,35,0,27,36,30/07/24
2023-2024,11,5,UTTARAKHAND,47,CHAMOLI,IGNDPS,105,25,3,77,0,43,70,30/07/24
2023-2024,11,5,UTTARAKHAND,51,NAINITAL,IGNDPS,101,23,0,76,2,53,69,30/07/24
2023-2024,11,5,UTTARAKHAND,55,TEHRI GARWAL,IGNDPS,343,27,1,315,0,80,25,30/07/24
2023-2024,11,6,HARYANA,58,AMBALA,IGNDPS,1481,418,0,641,422,1135,690,30/07/24
2023-2024,11,6,HARYANA,619,PALWAL,IGNDPS,950,221,0,376,353,681,541,30/07/24
2023-2024,11,6,HARYANA,71,PANIPAT,IGNDPS,1458,255,0,755,448,979,550,30/07/24
2023-2024,11,7,DELHI,78,EAST,IGNDPS,328,0,0,326,2,328,321,30/07/24
2023-2024,11,7,DELHI,79,NEW DELHI,IGNDPS,118,0,0,114,4,118,118,30/07/24
2023-2024,11,7,DELHI,80,NORTH,IGNDPS,234,0,0,234,0,234,229,30/07/24
2023-2024,11,7,DELHI,83,SOUTH,IGNDPS,686,0,0,681,5,686,636,30/07/24
2023-2024,11,8,RAJASTHAN,101,HANUMANGARH,IGNDPS,535,212,4,80,239,457,489,30/07/24
2023-2024,11,8,RAJASTHAN,104,JALORE,IGNDPS,934,294,132,125,383,863,892,30/07/24
2023-2024,11,8,RAJASTHAN,109,KOTA,IGNDPS,136,38,5,26,67,122,125,30/07/24
2023-2024,11,8,RAJASTHAN,111,PALI,IGNDPS,407,141,35,42,189,321,357,30/07/24
2023-2024,11,8,RAJASTHAN,112,RAJSAMAND,IGNDPS,1294,204,195,151,744,904,903,30/07/24
2023-2024,11,8,RAJASTHAN,91,BHARATPUR,IGNDPS,495,117,21,78,279,391,415,30/07/24
2023-2024,11,8,RAJASTHAN,95,CHITTORGARH,IGNDPS,532,124,72,119,217,372,393,30/07/24
2023-2024,11,9,UTTAR PRADESH,122,AURAIYA,IGNDPS,1444,474,0,297,673,351,851,30/07/24
2023-2024,11,9,UTTAR PRADESH,127,BALRAMPUR,IGNDPS,637,83,3,255,296,327,459,30/07/24
2023-2024,11,9,UTTAR PRADESH,144,GAUTAM BUDDHA NAGAR,IGNDPS,378,79,0,99,200,121,249,30/07/24
2023-2024,11,9,UTTAR PRADESH,147,GONDA,IGNDPS,2125,317,2,1029,777,850,1302,30/07/24
2023-2024,11,9,UTTAR PRADESH,153,JHANSI,IGNDPS,897,312,0,119,466,310,686,30/07/24
2023-2024,11,9,UTTAR PRADESH,157,KANPUR NAGAR,IGNDPS,2255,668,0,637,950,746,1502,30/07/24
2023-2024,11,9,UTTAR PRADESH,160,KUSHI NAGAR,IGNDPS,2721,486,4,643,1588,972,1638,30/07/24
2023-2024,11,9,UTTAR PRADESH,161,LALITPUR,IGNDPS,820,178,29,135,478,502,735,30/07/24
2023-2024,11,9,UTTAR PRADESH,162,LUCKNOW,IGNDPS,1620,733,3,272,612,808,1303,30/07/24
2023-2024,11,9,UTTAR PRADESH,170,MIRZAPUR,IGNDPS,1609,492,11,299,807,515,1166,30/07/24
2023-2024,11,9,UTTAR PRADESH,174,PRATAPGARH,IGNDPS,2129,455,1,678,995,1006,1319,30/07/24
2023-2024,11,9,UTTAR PRADESH,183,SITAPUR,IGNDPS,3062,1006,3,903,1150,1196,2081,30/07/24
2023-2024,11,9,UTTAR PRADESH,185,SULTANPUR,IGNDPS,2534,472,0,947,1115,1196,1928,30/07/24
2023-2024,11,9,UTTAR PRADESH,187,VARANASI,IGNDPS,1748,279,19,382,1068,706,1213,30/07/24
2023-2024,11,9,UTTAR PRADESH,640,AMETHI,IGNDPS,284,83,0,90,111,112,232,30/07/24
2023-2024,10,8,RAJASTHAN,104,JALORE,IGNDPS,934,294,132,125,383,863,892,30/07/24
2023-2024,10,8,RAJASTHAN,108,KAROULI,IGNDPS,659,181,120,118,240,498,579,30/07/24
2023-2024,10,8,RAJASTHAN,88,BANSWARA,IGNDPS,753,37,633,58,25,507,488,30/07/24
2023-2024,10,8,RAJASTHAN,91,BHARATPUR,IGNDPS,495,117,21,78,279,391,415,30/07/24
2023-2024,10,8,RAJASTHAN,92,BHILWARA,IGNDPS,822,195,129,114,384,621,613,30/07/24
2023-2024,10,8,RAJASTHAN,98,DHOLPUR,IGNDPS,165,20,1,65,79,117,125,30/07/24
2023-2024,10,9,UTTAR PRADESH,126,BALLIA,IGNDPS,2726,384,43,554,1745,859,1922,30/07/24
2023-2024,10,9,UTTAR PRADESH,132,BIJNOR,IGNDPS,1849,412,1,418,1018,580,1240,30/07/24
2023-2024,10,9,UTTAR PRADESH,134,BULANDSHAHR,IGNDPS,1662,462,3,429,768,678,1107,30/07/24
2023-2024,10,9,UTTAR PRADESH,137,DEORIA,IGNDPS,3953,650,150,879,2274,1477,2274,30/07/24
2023-2024,10,9,UTTAR PRADESH,144,GAUTAM BUDDHA NAGAR,IGNDPS,378,79,0,99,200,121,249,30/07/24
2023-2024,10,9,UTTAR PRADESH,147,GONDA,IGNDPS,2125,317,2,1029,777,850,1302,30/07/24
2023-2024,10,9,UTTAR PRADESH,161,LALITPUR,IGNDPS,820,178,29,135,478,502,735,30/07/24
2023-2024,10,9,UTTAR PRADESH,164,MAHARAJGANJ,IGNDPS,3203,437,5,681,2080,1055,1911,30/07/24
2023-2024,10,9,UTTAR PRADESH,173,PILIBHIT,IGNDPS,1628,258,0,325,1045,697,1188,30/07/24
2023-2024,10,9,UTTAR PRADESH,178,SANT KABEER NAGAR,IGNDPS,1137,297,0,359,481,501,819,30/07/24
2023-2024,10,9,UTTAR PRADESH,182,SIDDHARTH NAGAR,IGNDPS,2852,451,0,1017,1384,1032,1765,30/07/24
2023-2024,10,9,UTTAR PRADESH,633,KANSHI RAM NAGAR,IGNDPS,838,170,1,173,494,445,651,30/07/24
2023-2024,10,9,UTTAR PRADESH,640,AMETHI,IGNDPS,284,83,0,90,111,112,232,30/07/24
2023-2024,10,9,UTTAR PRADESH,660,SHAMLI,IGNDPS,1827,300,1,681,845,427,1326,30/07/24
2024-2025,7,1,JAMMU AND KASHMIR,11,PULWAMA,IGNDPS,100,0,6,86,8,99,57,20/08/24
2024-2025,7,1,JAMMU AND KASHMIR,5,JAMMU,IGNDPS,13,2,1,9,1,13,1,20/08/24
2024-2025,7,10,BIHAR,188,ARARIA,IGNDPS,1263,140,9,1030,84,793,872,20/08/24
2024-2025,7,10,BIHAR,191,BEGUSARAI,IGNDPS,3765,713,22,2554,476,2824,2817,20/08/24
2024-2025,7,10,BIHAR,192,BHAGALPUR,IGNDPS,2874,350,62,2324,138,1917,2252,20/08/24
2024-2025,7,10,BIHAR,195,DARBHANGA,IGNDPS,4397,555,21,3153,668,2452,3311,20/08/24
2024-2025,7,10,BIHAR,200,KAIMUR (BHABUA),IGNDPS,1624,349,65,965,245,1021,1339,20/08/24
2024-2025,7,10,BIHAR,201,KATIHAR,IGNDPS,2102,111,22,1817,152,1429,1629,20/08/24
2024-2025,7,10,BIHAR,206,MADHUBANI,IGNDPS,9744,842,105,7771,1026,6422,7303,20/08/24
2024-2025,7,10,BIHAR,208,MUZAFFARPUR,IGNDPS,3652,689,15,2806,142,2600,3082,20/08/24
2024-2025,7,10,BIHAR,209,NALANDA,IGNDPS,6505,1311,112,4354,728,4062,4916,20/08/24
2024-2025,7,10,BIHAR,210,NAWADA,IGNDPS,2055,452,18,868,717,1473,1581,20/08/24
2024-2025,7,10,BIHAR,219,SHEIKHPURA,IGNDPS,1139,166,3,874,96,770,891,20/08/24
2024-2025,7,10,BIHAR,224,VAISHALI,IGNDPS,3094,718,5,783,1588,2097,2542,20/08/24
2024-2025,7,10,BIHAR,611,ARWAL,IGNDPS,2877,395,26,2393,63,1762,2130,20/08/24
2024-2025,7,11,SIKKIM,225,EAST DISTRICT,IGNDPS,59,8,19,17,15,0,6,20/08/24
2024-2025,7,12,ARUNACHAL PRADESH,232,EAST SIANG,IGNDPS,196,0,196,0,0,102,0,20/08/24
2024-2025,7,12,ARUNACHAL PRADESH,666,LONGDING,IGNDPS,78,0,78,0,0,63,3,20/08/24
2024-2025,7,12,ARUNACHAL PRADESH,677,KRA DAADI,IGNDPS,73,0,73,0,0,36,0,20/08/24
2024-2025,7,13,NAGALAND,247,MON,IGNDPS,108,0,108,0,0,37,3,20/08/24
2024-2025,7,14,MANIPUR,252,BISHNUPUR,IGNDPS,24,4,0,20,0,15,0,20/08/24
2024-2025,7,14,MANIPUR,257,SENAPATI,IGNDPS,126,0,124,2,0,38,0,20/08/24
2024-2025,7,15,MIZORAM,262,CHAMPHAI,IGNDPS,57,0,57,0,0,42,45,20/08/24
2024-2025,7,15,MIZORAM,263,KOLASIB,IGNDPS,49,0,49,0,0,38,40,20/08/24
2024-2025,7,15,MIZORAM,268,SERCHHIP,IGNDPS,49,0,45,4,0,32,29,20/08/24
2024-2025,7,15,MIZORAM,726,HNAHTHIAL,IGNDPS,25,0,24,1,0,22,17,20/08/24
2024-2025,7,16,TRIPURA,653,SEPAHIJALA,IGNDPS,222,20,48,132,22,145,35,20/08/24
2024-2025,7,17,MEGHALAYA,274,EAST KHASI HILLS,IGNDPS,409,0,404,5,0,224,94,20/08/24
2024-2025,7,18,ASSAM,280,BARPETA,IGNDPS,988,11,1,972,4,773,805,20/08/24
2024-2025,7,18,ASSAM,283,DARRANG,IGNDPS,1140,31,2,1029,78,682,948,20/08/24
2024-2025,7,18,ASSAM,284,DHEMAJI,IGNDPS,690,41,245,118,286,587,480,20/08/24
2024-2025,7,18,ASSAM,287,GOALPARA,IGNDPS,1244,33,70,1110,31,924,939,20/08/24
2024-2025,7,18,ASSAM,298,NALBARI,IGNDPS,671,2,0,667,2,458,492,20/08/24
2024-2025,7,18,ASSAM,705,BISWANATH,IGNDPS,893,39,58,728,68,566,209,20/08/24
2024-2025,7,18,ASSAM,706,MAJULI,IGNDPS,201,17,78,66,40,189,198,20/08/24
2024-2025,7,18,ASSAM,707,SOUTH SALMARA-MANCACHAR,IGNDPS,494,5,0,485,4,381,222,20/08/24
2024-2025,7,19,WEST BENGAL,305,BANKURA,IGNDPS,1273,415,84,720,54,1199,1192,20/08/24
2024-2025,7,19,WEST BENGAL,309,DARJEELING,IGNDPS,765,130,118,485,32,709,639,20/08/24
2024-2025,7,19,WEST BENGAL,311,DINAJPUR UTTAR,IGNDPS,718,158,16,541,3,701,689,20/08/24
2024-2025,7,19,WEST BENGAL,312,HOOGHLY,IGNDPS,3099,906,96,1927,168,3005,2886,20/08/24
2024-2025,7,19,WEST BENGAL,321,PURULIA,IGNDPS,1640,267,167,1171,34,1590,1492,20/08/24
2024-2025,7,19,WEST BENGAL,664,ALIPURDUAR,IGNDPS,719,272,98,348,0,694,719,20/08/24
2024-2025,7,19,WEST BENGAL,704,PASCHIM BURDWAN,IGNDPS,59,37,5,17,0,53,59,20/08/24
2024-2025,7,2,HIMACHAL PRADESH,15,BILASPUR,IGNDPS,36,6,2,25,3,17,0,20/08/24
2024-2025,7,2,HIMACHAL PRADESH,17,HAMIRPUR,IGNDPS,128,34,2,63,29,37,0,20/08/24
2024-2025,7,20,JHARKHAND,325,DHANBAD,IGNDPS,3507,283,112,1531,1581,3413,1231,20/08/24
2024-2025,7,20,JHARKHAND,330,GODDA,IGNDPS,1364,160,183,292,729,1343,135,20/08/24
2024-2025,7,20,JHARKHAND,333,JAMTARA,IGNDPS,1048,186,199,65,598,1026,1013,20/08/24
2024-2025,7,20,JHARKHAND,336,LOHARDAGA,IGNDPS,62,3,36,11,12,61,17,20/08/24
2024-2025,7,20,JHARKHAND,337,PAKUR,IGNDPS,525,11,121,145,248,522,525,20/08/24
2024-2025,7,20,JHARKHAND,606,KHUNTI,IGNDPS,734,38,486,158,52,718,231,20/08/24
2024-2025,7,21,ODISHA,346,BALESHWAR,IGNDPS,3953,213,73,3240,427,3929,1497,20/08/24
2024-2025,7,21,ODISHA,347,BARGARH,IGNDPS,4093,486,376,2154,1077,4058,2113,20/08/24
2024-2025,7,21,ODISHA,352,DHENKANAL,IGNDPS,2604,271,83,1826,424,2604,1517,20/08/24
2024-2025,7,21,ODISHA,362,KHORDHA,IGNDPS,5619,226,31,4945,417,5607,3276,20/08/24
2024-2025,7,21,ODISHA,365,MAYURBHANJ,IGNDPS,5058,300,1818,1943,997,5009,1548,20/08/24
2024-2025,7,21,ODISHA,366,NABARANGAPUR,IGNDPS,2634,383,803,1135,313,2547,841,20/08/24
2024-2025,7,21,ODISHA,371,SAMBALPUR,IGNDPS,2646,351,651,1191,453,2633,2090,20/08/24
2024-2025,7,22,CHHATTISGARH,384,KOREA,IGNDPS,126,19,49,10,48,125,60,20/08/24
2024-2025,7,22,CHHATTISGARH,646,BALOD,IGNDPS,245,40,54,41,110,230,44,20/08/24
2024-2025,7,22,CHHATTISGARH,650,BEMETARA,IGNDPS,1026,130,27,428,441,925,501,20/08/24
2024-2025,7,22,CHHATTISGARH,763,SARANGARH BILAIGARH,IGNDPS,701,174,44,114,369,650,118,20/08/24
2024-2025,7,23,MADHYA PRADESH,397,BURHANPUR,IGNDPS,643,58,102,90,393,381,177,20/08/24
2024-2025,7,23,MADHYA PRADESH,404,DINDORI,IGNDPS,2326,163,1352,58,753,1117,262,20/08/24
2024-2025,7,23,MADHYA PRADESH,417,MORENA,IGNDPS,2346,689,22,543,1092,1315,884,20/08/24
2024-2025,7,23,MADHYA PRADESH,430,SHAJAPUR,IGNDPS,1665,564,69,245,787,795,469,20/08/24
2024-2025,7,23,MADHYA PRADESH,431,SHEOPUR,IGNDPS,868,209,208,53,398,404,262,20/08/24
2024-2025,7,23,MADHYA PRADESH,434,TIKAMGARH,IGNDPS,2093,593,92,249,1159,1016,566,20/08/24
2024-2025,7,23,MADHYA PRADESH,638,SINGRAULI,IGNDPS,2935,446,795,287,1407,903,700,20/08/24
2024-2025,7,24,GUJARAT,443,BHAVNAGAR,IGNDPS,485,38,2,195,250,399,356,20/08/24
2024-2025,7,24,GUJARAT,445,DAHOD,IGNDPS,1722,39,1252,323,108,1564,1133,20/08/24
2024-2025,7,24,GUJARAT,455,PATAN,IGNDPS,440,57,6,165,212,403,366,20/08/24
2024-2025,7,24,GUJARAT,457,RAJKOT,IGNDPS,1000,112,11,551,298,938,759,20/08/24
2024-2025,7,24,GUJARAT,461,VADODARA,IGNDPS,503,60,22,388,30,373,282,20/08/24
2024-2025,7,24,GUJARAT,672,ARVALLI,IGNDPS,397,46,67,182,102,322,242,20/08/24
2024-2025,7,27,MAHARASHTRA,468,AMRAVATI,IGNDPS,423,35,132,237,19,327,126,20/08/24
2024-2025,7,27,MAHARASHTRA,470,BEED,IGNDPS,258,1,0,257,0,243,8,20/08/24
2024-2025,7,27,MAHARASHTRA,484,NAGPUR,IGNDPS,102,0,0,101,1,93,27,20/08/24
2024-2025,7,27,MAHARASHTRA,486,NANDURBAR,IGNDPS,508,15,298,169,26,492,77,20/08/24
2024-2025,7,27,MAHARASHTRA,489,PARBHANI,IGNDPS,217,3,0,212,2,196,43,20/08/24
2024-2025,7,27,MAHARASHTRA,491,RAIGAD,IGNDPS,288,15,19,200,54,282,122,20/08/24
2024-2025,7,27,MAHARASHTRA,498,WARDHA,IGNDPS,257,25,13,163,56,199,51,20/08/24
2024-2025,7,28,ANDHRA PRADESH,519,SRIKAKULAM,IGNDPS,1066,74,32,99,861,690,326,20/08/24
2024-2025,7,29,KARNATAKA,525,BENGALURU URBAN,IGNDPS,433,52,7,252,122,433,278,20/08/24
2024-2025,7,29,KARNATAKA,529,BIDAR,IGNDPS,1685,250,139,485,811,1662,1471,20/08/24
2024-2025,7,29,KARNATAKA,531,CHAMARAJA NAGARA,IGNDPS,650,95,33,155,367,642,538,20/08/24
2024-2025,7,29,KARNATAKA,537,GADAG,IGNDPS,1891,133,76,750,932,1884,1593,20/08/24
2024-2025,7,29,KARNATAKA,631,RAMANAGARA,IGNDPS,1585,145,12,641,787,1553,1182,20/08/24
2024-2025,7,3,PUNJAB,33,HOSHIARPUR,IGNDPS,215,27,0,188,0,104,215,20/08/24
